cycle;instance;nclasses;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;mojo;evals;tempo
9;jace 340C.odem;340;-1.5;0.0;-2.5;-2.0;-2.0;-2.5;2;5;0;1;1;0;88.65;3003;12764654 ms
6;jace 340C.odem;340;1.5;0.5;-1.5;-1.5;2.5;2.5;8;6;2;2;10;10;91.74;3002;12921789 ms
8;jace 340C.odem;340;-1.5;0.0;-0.5;-1.0;-1.5;-1.5;2;5;4;3;2;2;91.05;3001;12854875 ms
5;jace 340C.odem;340;1.5;-2.0;0.5;2.5;2.0;-0.5;8;1;6;10;9;4;88.96;3000;12962197 ms
7;jace 340C.odem;340;0.5;-2.0;0.0;1.0;2.5;2.0;6;1;5;7;10;9;90.12;3005;12941538 ms
4;lwjgl 569C.odem;569;2.0;1.0;-1.5;2.0;1.5;0.0;9;7;2;9;8;5;100.0;1264;45535376 ms
7;javaws-7 378C.odem;378;-1.0;2.5;-0.5;-0.5;-1.0;0.0;3;10;4;4;3;5;92.56;3001;14118153 ms
6;javaws 378C.odem;378;-0.5;1.0;0.0;-0.5;-1.5;0.0;4;7;5;4;2;5;92.54;3005;11334243 ms
9;javaws-7 378C.odem;378;1.5;1.5;0.0;-2.5;-1.0;-1.0;8;8;5;0;3;3;92.31;3005;11181882 ms
7;javaws 378C.odem;378;0.5;-2.0;-1.5;2.5;2.0;0.5;6;1;2;10;9;6;92.56;3004;11231272 ms
8;javaws 378C.odem;378;0.5;-2.5;1.5;1.5;1.5;-0.5;6;0;8;8;8;4;93.41;3000;11175408 ms
1;res_cobol 483C.odem;483;2.0;-1.5;-1.5;2.5;2.0;2.0;9;2;2;10;9;9;98.51;3003;51809346 ms
4;res_cobol 483C.odem;483;0.5;0.0;-0.5;2.5;2.0;2.5;6;5;4;10;9;10;98.73;3005;51839658 ms
0;res_cobol 483C.odem;483;-1.0;0.0;0.5;-1.0;-2.0;-1.0;3;5;6;3;1;3;97.23;3004;51842038 ms
2;res_cobol 483C.odem;483;-1.0;0.5;0.0;-1.5;-1.0;-1.0;3;6;5;2;3;3;97.23;3003;51851284 ms
5;res_cobol 483C.odem;483;-2.5;0.5;-0.5;-1.0;-2.5;-1.5;0;6;4;3;0;2;97.23;3001;40406574 ms
0;lwjgl 569C.odem;569;0.0;2.0;-0.5;-2.5;-1.5;0.0;5;9;4;0;2;5;83.09;3004;57976257 ms
3;lwjgl 569C.odem;569;2.0;-0.5;0.0;0.0;1.0;1.0;9;4;5;5;7;7;88.22;3001;57998679 ms
2;lwjgl 569C.odem;569;0.5;0.0;0.5;1.0;2.5;1.0;6;5;6;7;10;7;88.43;3004;58008769 ms
5;lwjgl 569C.odem;569;1.5;0.0;0.0;2.0;2.0;0.5;8;5;5;9;9;6;86.33;3004;44434551 ms
9;res_cobol 483C.odem;483;1.0;-0.5;-0.5;2.0;1.0;0.0;7;4;4;9;7;5;100.0;2781;10650186 ms
6;res_cobol 483C.odem;483;-1.5;0.5;1.0;-1.0;-2.5;-2.5;2;6;7;3;0;0;97.24;3001;11307928 ms
8;res_cobol 483C.odem;483;0.5;1.0;2.0;-1.0;-2.0;-1.5;6;7;9;3;1;2;96.17;3002;11372557 ms
7;res_cobol 483C.odem;483;-2.0;2.5;2.0;-2.5;-2.0;-2.0;1;10;9;0;1;1;97.24;3000;11437147 ms
6;lwjgl 569C.odem;569;1.0;-1.0;0.0;-0.5;1.0;1.0;7;3;5;4;7;7;88.22;3002;18383816 ms
8;lwjgl 569C.odem;569;-2.0;1.5;-2.0;-2.0;-1.5;-2.0;1;8;1;1;2;1;81.41;3001;10806352 ms
9;lwjgl 569C.odem;569;-2.5;0.0;-0.5;-1.5;-1.5;-2.0;0;5;4;2;2;1;86.15;3002;10886963 ms
7;lwjgl 569C.odem;569;0.5;1.5;0.0;-1.5;-1.5;1.0;6;8;5;2;2;7;83.6;3005;10960580 ms
