cicle;instance;nclasses;solutionreal;solution;mojo;evalsconsumed;besteval;time;cluster
9;javaocr 59C.odem;59;[-2.5,0.0,-2.5,-1.5,];[0, 5, 0, 2];100.0;31;31;16857 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
4;jstl-1.0.6 18C.odem;18;[2.5,-1.5,0.0,1.5,1.0,1.0,];[10, 2, 5, 8, 7, 7];92.86;20011;668;389812 ; [8, 8, 8, 9, 10, 11, 9, 8, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
4;jnanoxml 25C.odem;25;[-0.5,0.0,0.0,0.5,-0.5,-2.0,];[4, 5, 5, 6, 4, 1];100.0;14073;14073;668252 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
5;apache_zip 36C.odem;36;[0.0,1.5,-1.0,-2.5,0.5,-1.5,0.5,-1.5,0.0,-1.5,-0.5,-1.0,];[5, 8, 3, 0, 6, 2, 6, 2, 5, 2, 4, 3];100.0;4560;4560;555230 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
5;jstl-1.0.6 18C.odem;18;[2.0,0.5,0.0,2.0,2.5,1.0,];[9, 6, 5, 9, 10, 7];92.86;20003;38;390187 ; [8, 8, 8, 8, 16, 16, 7, 7, 8, 9, 10, 11, 14, 17, 14, 17, 16, 17]
4;jstl-1.0.6 18C.odem;18;[0.5,-2.0,2.5,0.5,2.0,-1.5,1.5,2.5,0.5,2.0,];[6, 1, 10, 6, 9, 2, 8, 10, 6, 9];92.86;20013;7647;373936 ; [0, 1, 9, 9, 9, 9, 7, 7, 9, 9, 10, 11, 17, 17, 17, 17, 17, 17]
1;apache_zip 36C.odem;36;[0.5,-0.5,-2.5,-2.0,-1.0,1.5,-1.0,2.0,0.0,-2.0,1.0,-0.5,0.0,0.5,0.5,-0.5,];[6, 4, 0, 1, 3, 8, 3, 9, 5, 1, 7, 4, 5, 6, 6, 4];100.0;5612;5612;687327 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
4;jstl-1.0.6 18C.odem;18;[-1.0,-1.5,1.5,2.5,-0.5,1.5,1.0,1.0,];[3, 2, 8, 10, 4, 8, 7, 7];92.86;20010;1838;372760 ; [17, 17, 17, 17, 17, 17, 7, 7, 17, 17, 17, 17, 17, 17, 14, 17, 17, 17]
4;apache_zip 36C.odem;36;[2.5,0.0,2.5,0.0,1.5,0.0,1.5,2.0,-2.5,0.0,0.0,0.5,1.5,-1.0,-0.5,2.5,];[10, 5, 10, 5, 8, 5, 8, 9, 0, 5, 5, 6, 8, 3, 4, 10];100.0;2842;2842;328216 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
6;jstl-1.0.6 18C.odem;18;[-1.0,0.5,0.0,-0.5,-0.5,-0.5,];[3, 6, 5, 4, 4, 4];92.86;20003;2522;382440 ; [11, 11, 11, 11, 16, 16, 11, 11, 11, 11, 11, 11, 14, 16, 14, 17, 16, 17]
5;jstl-1.0.6 18C.odem;18;[-2.5,-1.0,0.0,0.0,-1.5,-1.0,1.0,-0.5,];[0, 3, 5, 5, 2, 3, 7, 4];92.86;20016;1422;376851 ; [16, 16, 16, 16, 16, 16, 11, 7, 16, 16, 16, 11, 16, 16, 14, 16, 16, 17]
7;jstl-1.0.6 18C.odem;18;[0.5,0.0,-2.5,2.0,-0.5,-2.5,];[6, 5, 0, 9, 4, 0];92.86;20004;331;379937 ; [0, 1, 5, 5, 10, 5, 7, 7, 10, 10, 10, 11, 14, 13, 14, 17, 16, 17]
4;jstl-1.0.6 18C.odem;18;[2.0,0.5,-2.5,-2.5,-1.5,1.5,0.5,1.0,-1.0,1.0,2.0,2.5,];[9, 6, 0, 0, 2, 8, 6, 7, 3, 7, 9, 10];85.71;20001;1078;354899 ; [17, 17, 17, 17, 17, 17, 17, 17, 11, 17, 17, 11, 17, 17, 17, 17, 17, 17]
9;jstl-1.0.6 18C.odem;18;[0.5,0.0,0.0,1.0,0.5,0.0,];[6, 5, 5, 7, 6, 5];100.0;2201;2201;35863 ; [10, 10, 10, 10, 10, 10, 9, 9, 10, 9, 10, 11, 14, 14, 14, 17, 17, 17]
6;jstl-1.0.6 18C.odem;18;[-2.0,1.0,0.0,0.5,0.0,-2.5,0.5,-1.0,];[1, 7, 5, 6, 5, 0, 6, 3];92.86;20000;3182;388090 ; [8, 8, 9, 9, 8, 14, 6, 9, 8, 9, 10, 14, 12, 13, 14, 15, 16, 17]
7;jstl-1.0.6 18C.odem;18;[0.5,0.0,-2.5,-1.5,-2.5,-1.5,1.5,-0.5,];[6, 5, 0, 2, 0, 2, 8, 4];92.86;20003;2937;381888 ; [1, 1, 10, 14, 10, 10, 16, 14, 10, 10, 10, 11, 14, 16, 14, 17, 16, 17]
6;jstl-1.0.6 18C.odem;18;[1.5,-0.5,-2.5,1.0,-0.5,0.5,0.0,2.5,-1.0,0.5,2.0,0.5,];[8, 4, 0, 7, 4, 6, 5, 10, 3, 6, 9, 6];92.86;20022;13378;349890 ; [17, 1, 17, 17, 4, 17, 6, 10, 17, 9, 10, 17, 12, 13, 17, 15, 16, 17]
5;jstl-1.0.6 18C.odem;18;[1.0,-1.5,0.0,0.5,2.5,-2.0,2.0,2.5,2.5,0.0,];[7, 2, 5, 6, 10, 1, 9, 10, 10, 5];92.86;20012;5197;384250 ; [0, 1, 16, 16, 16, 16, 16, 16, 16, 16, 16, 11, 16, 16, 14, 16, 16, 17]
5;jstl-1.0.6 18C.odem;18;[-0.5,2.0,2.5,-1.0,-1.5,-1.0,1.5,1.5,-0.5,0.0,-1.5,1.0,];[4, 9, 10, 3, 2, 3, 8, 8, 4, 5, 2, 7];85.71;20014;2152;372781 ; [0, 1, 5, 5, 5, 5, 7, 7, 10, 10, 10, 11, 14, 14, 14, 17, 17, 17]
4;javaocr 59C.odem;59;[2.0,0.0,1.0,0.5,];[9, 5, 7, 6];100.0;1437;1437;682760 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
8;javaocr 59C.odem;59;[1.5,0.0,1.0,0.5,];[8, 5, 7, 6];100.0;1112;1112;507434 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
6;jstl-1.0.6 18C.odem;18;[1.5,0.5,-0.5,0.5,-2.0,1.5,2.0,-0.5,0.5,0.0,];[8, 6, 4, 6, 1, 8, 9, 4, 6, 5];92.86;20020;1388;388041 ; [11, 11, 11, 11, 11, 11, 14, 14, 11, 11, 11, 11, 14, 14, 14, 17, 17, 17]
7;jstl-1.0.6 18C.odem;18;[-1.0,0.0,-0.5,0.0,1.0,-2.5,-1.0,1.0,-1.5,-2.5,];[3, 5, 4, 5, 7, 0, 3, 7, 2, 0];92.86;20006;16812;369840 ; [16, 16, 16, 16, 16, 16, 16, 7, 16, 16, 16, 16, 16, 16, 14, 16, 16, 17]
6;jstl-1.0.6 18C.odem;18;[-2.0,-2.0,-1.5,1.5,1.0,1.5,0.5,-1.5,-2.5,-1.0,2.0,-2.5,-2.0,2.0,-1.5,-0.5,];[1, 1, 2, 8, 7, 8, 6, 2, 0, 3, 9, 0, 1, 9, 2, 4];92.86;20026;5014;350629 ; [17, 10, 17, 17, 17, 17, 10, 10, 17, 17, 10, 17, 17, 17, 17, 17, 17, 17]
4;jstl-1.0.6 18C.odem;18;[0.5,-2.5,-2.5,0.0,-0.5,-0.5,-2.0,-0.5,1.0,-2.0,1.5,-1.0,-2.5,-0.5,-0.5,-0.5,];[6, 0, 0, 5, 4, 4, 1, 4, 7, 1, 8, 3, 0, 4, 4, 4];85.71;20001;1778;385102 ; [10, 10, 10, 10, 10, 10, 10, 10, 10, 17, 10, 17, 17, 17, 17, 17, 17, 17]
7;jstl-1.0.6 18C.odem;18;[-2.0,1.0,-2.0,-1.5,1.5,1.0,-2.0,0.0,-1.5,-1.5,2.5,1.0,1.0,-2.5,0.5,-2.0,];[1, 7, 1, 2, 8, 7, 1, 5, 2, 2, 10, 7, 7, 0, 6, 1];85.71;20013;8350;360349 ; [16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17]
4;jstl-1.0.6 18C.odem;18;[2.0,-2.0,-1.0,-1.5,0.0,2.5,1.5,0.0,-2.0,0.5,-1.5,2.5,2.5,1.5,];[9, 1, 3, 2, 5, 10, 8, 5, 1, 6, 2, 10, 10, 8];85.71;20021;3250;380116 ; [14, 17, 17, 17, 17, 11, 17, 17, 17, 17, 17, 11, 14, 14, 14, 17, 17, 17]
2;javaocr 59C.odem;59;[-2.5,0.5,0.0,-2.5,-2.5,-2.5,];[0, 6, 5, 0, 0, 0];100.0;1902;1902;807472 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
6;jstl-1.0.6 18C.odem;18;[1.5,2.5,1.5,-1.5,0.0,0.5,-1.0,1.5,1.5,-2.0,1.5,2.5,2.5,0.0,];[8, 10, 8, 2, 5, 6, 3, 8, 8, 1, 8, 10, 10, 5];92.86;20019;4774;383412 ; [17, 7, 17, 17, 17, 17, 12, 7, 17, 17, 17, 17, 12, 17, 17, 17, 16, 17]
7;jstl-1.0.6 18C.odem;18;[0.5,-1.5,-2.5,0.0,0.0,-2.5,-1.0,-2.5,0.5,-1.0,-0.5,-2.0,];[6, 2, 0, 5, 5, 0, 3, 0, 6, 3, 4, 1];85.71;20018;2431;388946 ; [17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17]
5;jstl-1.0.6 18C.odem;18;[2.5,0.0,-2.0,1.0,1.0,0.0,-0.5,1.0,-1.0,-2.0,-2.5,-2.0,-1.0,0.0,];[10, 5, 1, 7, 7, 5, 4, 7, 3, 1, 0, 1, 3, 5];85.71;20014;1188;387512 ; [14, 14, 14, 14, 4, 14, 6, 7, 14, 14, 10, 14, 12, 13, 14, 15, 16, 17]
5;jstl-1.0.6 18C.odem;18;[-2.0,1.5,0.0,2.0,-1.5,1.5,-1.5,0.0,1.5,2.5,-2.0,-1.0,1.5,2.0,-1.5,1.5,];[1, 8, 5, 9, 2, 8, 2, 5, 8, 10, 1, 3, 8, 9, 2, 8];78.57;20032;408;387276 ; [17, 17, 17, 17, 17, 17, 17, 17, 17, 9, 17, 17, 17, 17, 17, 17, 17, 17]
7;jstl-1.0.6 18C.odem;18;[1.5,2.0,2.5,0.0,0.0,0.0,1.5,-1.5,1.5,-1.5,1.0,-1.5,2.0,1.5,];[8, 9, 10, 5, 5, 5, 8, 2, 8, 2, 7, 2, 9, 8];85.71;20020;115;376907 ; [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 17, 17, 17]
4;jstl-1.0.6 18C.odem;18;[1.5,-2.0,2.0,2.5,2.5,-2.0,0.0,0.0,1.0,-2.0,2.0,0.5,2.0,1.5,-2.0,1.5,0.0,1.5,];[8, 1, 9, 10, 10, 1, 5, 5, 7, 1, 9, 6, 9, 8, 1, 8, 5, 8];92.86;20002;4502;363248 ; [8, 10, 10, 3, 5, 5, 10, 10, 8, 9, 10, 11, 15, 15, 15, 15, 17, 17]
6;jstl-1.0.6 18C.odem;18;[-1.0,-2.5,-2.5,-1.0,0.0,0.0,-1.0,1.0,-0.5,2.0,0.0,2.0,-1.0,-0.5,0.0,1.5,-1.5,-2.0,];[3, 0, 0, 3, 5, 5, 3, 7, 4, 9, 5, 9, 3, 4, 5, 8, 2, 1];85.71;20029;3986;363363 ; [17, 17, 17, 17, 4, 17, 17, 17, 17, 9, 17, 17, 12, 17, 17, 17, 16, 17]
5;jstl-1.0.6 18C.odem;18;[2.0,1.5,-1.5,-0.5,2.5,0.0,0.0,0.5,1.0,-2.5,-1.0,0.5,0.5,-1.0,0.0,0.0,-1.0,-2.5,];[9, 8, 2, 4, 10, 5, 5, 6, 7, 0, 3, 6, 6, 3, 5, 5, 3, 0];85.71;20021;16375;369440 ; [11, 11, 11, 11, 11, 11, 11, 7, 11, 11, 11, 11, 14, 14, 14, 17, 17, 17]
7;jstl-1.0.6 18C.odem;18;[-0.5,-2.5,-1.0,0.0,1.5,-2.5,-1.0,-2.0,-2.0,1.0,-2.0,2.0,1.0,-2.5,0.5,0.0,-0.5,-0.5,];[4, 0, 3, 5, 8, 0, 3, 1, 1, 7, 1, 9, 7, 0, 6, 5, 4, 4];85.71;20009;8432;373423 ; [17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 11, 17, 17, 17, 17, 17, 17]
5;apache_zip 36C.odem;36;[-1.0,1.5,-1.0,2.5,0.5,1.5,-1.5,0.0,-1.5,0.0,-2.0,-2.5,0.0,-2.0,-2.5,2.5,];[3, 8, 3, 10, 6, 8, 2, 5, 2, 5, 1, 0, 5, 1, 0, 10];100.0;3778;3778;439145 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
6;seemp 31C.odem;31;[1.5,0.5,1.5,-1.5,0.0,-2.0,0.5,2.5,2.0,2.5,0.5,1.5,1.5,2.5,];[8, 6, 8, 2, 5, 1, 6, 10, 9, 10, 6, 8, 8, 10];100.0;8725;8725;666933 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;udt-java 56C.odem;56;[-1.5,0.0,0.0,-2.5,-1.5,0.0,];[2, 5, 5, 0, 2, 5];100.0;2136;2136;882419 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
3;apache_zip 36C.odem;36;[2.5,-1.0,0.5,2.5,-1.5,-1.0,1.0,2.5,2.0,1.0,1.5,-2.5,-1.0,1.0,1.0,2.5,1.5,2.0,];[10, 3, 6, 10, 2, 3, 7, 10, 9, 7, 8, 0, 3, 7, 7, 10, 8, 9];100.0;7246;7246;831416 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
3;jnanoxml 25C.odem;25;[-1.5,0.0,0.5,0.0,0.0,-1.5,-1.5,-0.5,];[2, 5, 6, 5, 5, 2, 2, 4];90.91;20004;10028;890445 ; [13, 13, 17, 3, 13, 5, 20, 13, 13, 13, 13, 11, 13, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
1;jnanoxml 25C.odem;25;[-0.5,0.0,-2.0,-0.5,1.5,0.0,-2.5,-2.0,-1.5,2.5,];[4, 5, 1, 4, 8, 5, 0, 1, 2, 10];86.36;20007;14836;895946 ; [6, 20, 21, 24, 20, 20, 6, 20, 22, 9, 17, 22, 14, 14, 14, 23, 17, 17, 22, 20, 20, 21, 22, 23, 24]
1;seemp 31C.odem;31;[0.5,-1.0,-2.5,-1.0,2.5,-2.0,0.0,-1.0,-1.0,-1.0,-2.5,1.5,-2.5,0.0,];[6, 3, 0, 3, 10, 1, 5, 3, 3, 3, 0, 8, 0, 5];100.0;11750;11750;887129 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;jnanoxml 25C.odem;25;[2.0,0.5,-0.5,0.5,0.0,-1.5,2.5,1.5,2.5,-1.5,];[9, 6, 4, 6, 5, 2, 10, 8, 10, 2];90.91;20017;10024;912049 ; [0, 20, 2, 3, 4, 19, 6, 7, 23, 9, 17, 23, 12, 14, 14, 23, 16, 17, 23, 19, 20, 21, 23, 23, 24]
2;jnanoxml 25C.odem;25;[2.0,-0.5,0.5,-1.0,2.0,1.5,0.0,2.5,];[9, 4, 6, 3, 9, 8, 5, 10];86.36;20012;500;926241 ; [0, 1, 2, 3, 4, 22, 6, 7, 8, 9, 10, 22, 12, 13, 14, 15, 16, 17, 18, 22, 20, 21, 22, 23, 24]
2;jnanoxml 25C.odem;25;[-2.5,2.0,1.0,-2.0,-1.5,-1.0,2.5,-1.5,1.0,-1.5,-0.5,-1.5,];[0, 9, 7, 1, 2, 3, 10, 2, 7, 2, 4, 2];77.27;20012;4692;910735 ; [6, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
1;jnanoxml 25C.odem;25;[2.5,2.0,1.0,2.0,-2.0,1.5,2.0,1.5,];[10, 9, 7, 9, 1, 8, 9, 8];90.91;20002;6703;931934 ; [0, 1, 2, 24, 4, 5, 6, 7, 8, 24, 10, 11, 12, 13, 14, 15, 16, 24, 18, 19, 20, 21, 22, 23, 24]
0;jnanoxml 25C.odem;25;[-0.5,-1.0,-1.5,-0.5,1.5,2.5,-2.5,-2.5,-0.5,-1.0,];[4, 3, 2, 4, 8, 10, 0, 0, 4, 3];90.91;20009;189;930850 ; [23, 19, 19, 19, 19, 5, 23, 23, 20, 19, 23, 24, 19, 23, 20, 20, 19, 20, 19, 19, 20, 24, 22, 23, 24]
3;jnanoxml 25C.odem;25;[-1.5,-2.5,0.0,-2.5,-0.5,-1.0,1.0,-1.5,0.5,-1.5,1.5,-0.5,];[2, 0, 5, 0, 4, 3, 7, 2, 6, 2, 8, 4];90.91;20004;6413;925439 ; [19, 1, 2, 3, 4, 5, 6, 7, 21, 9, 10, 11, 12, 13, 14, 15, 17, 17, 18, 19, 20, 21, 22, 23, 24]
0;jnanoxml 25C.odem;25;[-2.0,-1.5,-0.5,-1.5,0.0,-1.5,0.0,2.5,-2.5,-1.5,-1.5,-1.5,-2.0,0.0,];[1, 2, 4, 2, 5, 2, 5, 10, 0, 2, 2, 2, 1, 5];81.82;20021;16212;926867 ; [0, 22, 5, 22, 5, 5, 22, 22, 22, 9, 10, 22, 14, 14, 14, 22, 16, 17, 18, 19, 20, 21, 22, 23, 24]
2;jnanoxml 25C.odem;25;[-1.0,1.5,0.0,1.5,-2.0,1.0,0.5,-2.0,-2.0,-2.5,-2.5,2.0,-1.5,-1.0,];[3, 8, 5, 8, 1, 7, 6, 1, 1, 0, 0, 9, 2, 3];86.36;20003;10297;933980 ; [0, 1, 2, 13, 4, 5, 6, 7, 18, 14, 17, 19, 12, 13, 14, 23, 24, 17, 18, 19, 20, 24, 22, 23, 24]
1;jnanoxml 25C.odem;25;[2.0,-2.0,1.5,0.0,1.0,0.5,-0.5,2.0,-1.5,1.5,2.0,2.0,0.0,0.0,1.5,-0.5,1.0,0.0,];[9, 1, 8, 5, 7, 6, 4, 9, 2, 8, 9, 9, 5, 5, 8, 4, 7, 5];72.73;20014;7115;907289 ; [0, 1, 2, 3, 16, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
1;jnanoxml 25C.odem;25;[-0.5,1.5,-2.0,1.0,-2.0,-1.5,0.0,2.0,-0.5,-2.0,-1.5,-1.5,0.5,0.0,];[4, 8, 1, 7, 1, 2, 5, 9, 4, 1, 2, 2, 6, 5];77.27;20020;6407;940996 ; [0, 1, 14, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
0;jnanoxml 25C.odem;25;[2.5,-1.5,-1.0,-1.0,2.5,-1.5,1.0,2.5,1.5,1.5,0.0,2.5,];[10, 2, 3, 3, 10, 2, 7, 10, 8, 8, 5, 10];81.82;20011;14343;959923 ; [0, 11, 11, 11, 11, 11, 11, 11, 11, 9, 17, 11, 12, 14, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
3;jnanoxml 25C.odem;25;[2.5,-1.0,0.5,-2.0,-2.5,1.0,0.5,0.0,2.5,-2.0,0.0,-2.5,2.5,0.5,];[10, 3, 6, 1, 0, 7, 6, 5, 10, 1, 5, 0, 10, 6];77.27;20026;2628;948517 ; [0, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
2;jnanoxml 25C.odem;25;[-1.5,0.0,-2.0,2.5,1.5,-2.5,0.5,0.0,-2.5,0.0,-1.0,-2.5,-2.0,2.5,-2.5,-2.0,];[2, 5, 1, 10, 8, 0, 6, 5, 0, 5, 3, 0, 1, 10, 0, 1];77.27;20029;10376;937320 ; [0, 1, 7, 6, 4, 7, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
0;jnanoxml 25C.odem;25;[0.0,0.0,-2.0,1.0,2.0,-0.5,0.0,-1.0,0.5,-1.0,2.5,-2.0,2.5,1.5,0.0,-1.5,];[5, 5, 1, 7, 9, 4, 5, 3, 6, 3, 10, 1, 10, 8, 5, 2];81.82;20012;11691;938655 ; [0, 1, 2, 3, 4, 5, 6, 7, 8, 16, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
1;javaocr 59C.odem;59;[2.0,0.0,1.0,0.5,];[9, 5, 7, 6];100.0;2168;2168;994781 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
1;jnanoxml 25C.odem;25;[2.5,-0.5,1.0,-0.5,1.0,0.0,-2.5,2.0,0.5,2.5,2.5,0.5,];[10, 4, 7, 4, 7, 5, 0, 9, 6, 10, 10, 6];95.45;20019;2854;970988 ; [13, 4, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
0;jnanoxml 25C.odem;25;[-0.5,0.5,2.0,2.0,0.0,2.5,-1.0,2.0,0.5,-2.5,1.0,2.0,0.5,2.5,1.5,1.5,-0.5,-1.0,];[4, 6, 9, 9, 5, 10, 3, 9, 6, 0, 7, 9, 6, 10, 8, 8, 4, 3];68.18;20024;6066;925308 ; [21, 22, 22, 22, 22, 22, 22, 22, 22, 9, 10, 11, 14, 14, 14, 24, 22, 17, 18, 22, 20, 21, 22, 23, 24]
1;jnanoxml 25C.odem;25;[-2.5,1.0,0.0,0.5,-2.0,1.0,2.5,-2.5,1.5,-1.5,-2.0,-1.0,2.5,-1.0,-1.5,1.5,];[0, 7, 5, 6, 1, 7, 10, 0, 8, 2, 1, 3, 10, 3, 2, 8];77.27;20014;3079;947852 ; [23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24]
3;jnanoxml 25C.odem;25;[0.5,-2.0,0.5,-2.5,-1.0,0.5,-1.0,-0.5,0.5,-2.5,1.5,-1.5,1.0,-0.5,-1.0,0.5,];[6, 1, 6, 0, 3, 6, 3, 4, 6, 0, 8, 2, 7, 4, 3, 6];86.36;20016;9275;952668 ; [20, 20, 16, 16, 20, 16, 8, 16, 8, 9, 20, 16, 20, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
2;jnanoxml 25C.odem;25;[-1.5,0.5,-0.5,-0.5,0.5,-1.0,-1.5,0.0,-2.5,2.0,-2.5,-1.0,-1.0,-2.5,-0.5,-0.5,0.0,-2.5,];[2, 6, 4, 4, 6, 3, 2, 5, 0, 9, 0, 3, 3, 0, 4, 4, 5, 0];72.73;20006;789;949035 ; [19, 1, 19, 19, 19, 5, 19, 9, 8, 9, 10, 11, 19, 13, 14, 15, 19, 17, 18, 19, 20, 21, 22, 23, 24]
3;seemp 31C.odem;31;[0.5,0.0,0.0,-2.5,-2.0,2.0,0.0,0.0,-2.5,0.0,-1.0,0.5,-1.0,0.0,0.5,0.5,];[6, 5, 5, 0, 1, 9, 5, 5, 0, 5, 3, 6, 3, 5, 6, 6];100.0;12390;12390;972095 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;jnanoxml 25C.odem;25;[2.5,-1.5,0.5,0.0,-0.5,1.5,-1.5,-1.5,0.5,0.0,2.5,2.5,0.0,2.0,2.0,2.5,-0.5,-1.0,];[10, 2, 6, 5, 4, 8, 2, 2, 6, 5, 10, 10, 5, 9, 9, 10, 4, 3];77.27;20000;14497;958201 ; [24, 24, 24, 24, 24, 5, 15, 24, 24, 24, 24, 15, 24, 24, 24, 15, 16, 24, 24, 19, 24, 24, 24, 24, 24]
8;jstl-1.0.6 18C.odem;18;[1.0,0.5,0.0,0.5,0.5,0.0,];[7, 6, 5, 6, 6, 5];92.86;20006;2603;362366 ; [10, 10, 10, 10, 5, 5, 10, 7, 10, 10, 10, 11, 14, 13, 14, 17, 16, 17]
8;jstl-1.0.6 18C.odem;18;[0.5,1.5,-0.5,-1.0,1.0,0.5,-2.0,0.5,-2.0,1.0,];[6, 8, 4, 3, 7, 6, 1, 6, 1, 7];92.86;20006;16303;340472 ; [17, 17, 17, 17, 17, 17, 7, 7, 17, 9, 10, 17, 16, 17, 17, 15, 16, 17]
8;jstl-1.0.6 18C.odem;18;[2.0,-1.0,-0.5,0.5,-0.5,2.0,1.0,2.0,];[9, 3, 4, 6, 4, 9, 7, 9];92.86;20002;15824;347667 ; [8, 8, 8, 9, 10, 11, 9, 8, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
