cicle;instance;nclasses;solutionreal;solution;mojo;evalsconsumed;besteval;time;cluster
3;notepad-model 46C.odem;46;[0.0,-2.0,-0.5,2.0,0.5,-1.5,-1.5,-0.5,-1.0,-1.0,0.5,0.0,-1.0,-0.5,-1.0,1.0,];[5, 1, 4, 9, 6, 2, 2, 4, 3, 3, 6, 5, 3, 4, 3, 7];100.0;62;62;16739 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
9;seemp 31C.odem;31;[2.5,-2.0,1.0,0.5,];[10, 1, 7, 6];100.0;586;586;37736 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;notepad-model 46C.odem;46;[-2.5,-2.5,1.5,-0.5,2.0,-1.5,-1.5,2.5,0.0,2.5,-1.0,-1.0,2.0,2.5,2.0,0.5,0.5,0.5,];[0, 0, 8, 4, 9, 2, 2, 10, 5, 10, 3, 3, 9, 10, 9, 6, 6, 6];100.0;1;0;601 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;notepad-model 46C.odem;46;[1.5,1.5,-0.5,0.0,-1.5,1.5,2.5,-1.0,0.5,-0.5,0.0,2.0,-2.0,-2.0,0.5,1.5,1.0,2.0,];[8, 8, 4, 5, 2, 8, 10, 3, 6, 4, 5, 9, 1, 1, 6, 8, 7, 9];100.0;1;0;632 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
5;notepad-model 46C.odem;46;[1.0,-1.0,1.5,-1.5,2.5,-2.5,0.5,2.0,1.5,-0.5,-1.5,-1.5,-2.0,-1.5,-2.0,-2.0,0.0,0.5,];[7, 3, 8, 2, 10, 0, 6, 9, 8, 4, 2, 2, 1, 2, 1, 1, 5, 6];100.0;1;0;23 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
0;seemp 31C.odem;31;[-1.0,-0.5,0.0,-0.5,2.5,-0.5,-0.5,0.5,-2.0,1.5,];[3, 4, 5, 4, 10, 4, 4, 6, 1, 8];100.0;1109;1109;59838 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
7;notepad-model 46C.odem;46;[-2.5,0.5,2.5,1.5,0.5,1.0,-2.0,0.5,2.5,2.5,-2.0,2.0,0.5,0.0,-1.0,-2.0,];[0, 6, 10, 8, 6, 7, 1, 6, 10, 10, 1, 9, 6, 5, 3, 1];100.0;27;27;8003 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
0;apache_zip 36C.odem;36;[-1.5,-1.0,-2.0,-1.5,-1.5,-1.0,-1.0,2.5,1.0,2.5,0.5,-1.0,1.0,1.0,];[2, 3, 1, 2, 2, 3, 3, 10, 7, 10, 6, 3, 7, 7];100.0;496;496;43936 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
1;seemp 31C.odem;31;[2.5,0.5,2.5,-0.5,1.0,-2.0,0.0,0.5,0.0,1.5,0.5,2.0,];[10, 6, 10, 4, 7, 1, 5, 6, 5, 8, 6, 9];100.0;908;908;57978 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
1;notepad-model 46C.odem;46;[2.5,1.5,0.5,2.5,0.5,-1.0,1.5,-2.5,1.5,-2.5,-2.5,-1.0,-1.0,-1.0,0.0,0.0,1.5,1.0,];[10, 8, 6, 10, 6, 3, 8, 0, 8, 0, 0, 3, 3, 3, 5, 5, 8, 7];100.0;28;28;8679 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;jfluid-1.7.0 82C.odem;82;[-2.0,-0.5,-2.5,-2.0,];[1, 4, 0, 1];100.0;106;106;76704 ; [7, 7, 7, 7, 81, 81, 81, 7, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 74, 81, 74, 81, 74, 81, 81, 81, 74, 81, 81, 81, 81, 81, 74, 81, 81, 81, 74, 81, 74, 74, 81, 81, 81, 81, 81, 81, 81]
7;notepad-model 46C.odem;46;[-1.5,-1.0,0.5,-2.0,-2.5,-1.5,-1.0,1.0,1.0,-1.5,1.0,-2.5,1.0,2.0,-1.5,-2.5,0.0,0.0,];[2, 3, 6, 1, 0, 2, 3, 7, 7, 2, 7, 0, 7, 9, 2, 0, 5, 5];100.0;1;0;3 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
4;seemp 31C.odem;31;[1.0,0.0,-2.5,2.0,-1.0,-2.5,];[7, 5, 0, 9, 3, 0];100.0;773;773;54038 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
6;seemp 31C.odem;31;[-1.0,-2.5,-1.0,-2.0,-0.5,-1.0,0.5,-1.5,];[3, 0, 3, 1, 4, 3, 6, 2];100.0;661;661;49451 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
6;seemp 31C.odem;31;[1.5,0.5,-2.5,2.0,-0.5,-2.5,];[8, 6, 0, 9, 4, 0];100.0;135;135;11855 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
5;notepad-model 46C.odem;46;[2.0,0.0,1.5,-0.5,-1.0,1.0,1.0,2.0,0.5,-2.0,-0.5,0.5,1.5,0.5,0.5,1.0,];[9, 5, 8, 4, 3, 7, 7, 9, 6, 1, 4, 6, 8, 6, 6, 7];100.0;78;78;16591 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;udt-java 56C.odem;56;[2.5,0.0,2.0,1.0,];[10, 5, 9, 7];100.0;303;303;80254 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
5;apache_zip 36C.odem;36;[1.5,-0.5,0.5,0.5,2.5,1.5,-2.5,-0.5,];[8, 4, 6, 6, 10, 8, 0, 4];100.0;791;791;72598 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
0;notepad-model 46C.odem;46;[1.5,-1.0,-1.5,-0.5,1.0,0.5,-1.0,1.5,-0.5,-2.0,-1.0,-0.5,1.0,-2.0,-0.5,1.0,2.5,-0.5,];[8, 3, 2, 4, 7, 6, 3, 8, 4, 1, 3, 4, 7, 1, 4, 7, 10, 4];100.0;51;51;15216 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
8;seemp 31C.odem;31;[1.0,0.0,2.0,1.0,];[7, 5, 9, 7];100.0;783;783;55367 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
6;notepad-model 46C.odem;46;[0.0,0.0,1.5,-1.5,1.5,-2.0,-1.5,0.0,-2.0,2.5,-2.0,-2.5,-0.5,-1.5,2.0,1.5,-2.5,-2.0,];[5, 5, 8, 2, 8, 1, 2, 5, 1, 10, 1, 0, 4, 2, 9, 8, 0, 1];100.0;74;74;16473 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;jnanoxml 25C.odem;25;[-1.5,0.0,-2.5,-2.0,];[2, 5, 0, 1];100.0;3123;3123;87106 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
9;notepad-model 46C.odem;46;[1.0,-1.0,1.0,2.0,0.0,-1.0,0.5,0.5,2.0,2.5,2.5,1.0,0.5,-2.0,-0.5,2.0,];[7, 3, 7, 9, 5, 3, 6, 6, 9, 10, 10, 7, 6, 1, 4, 9];100.0;31;31;7033 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
6;notepad-model 46C.odem;46;[2.5,1.5,-1.5,2.0,-0.5,1.0,-2.5,-1.5,1.0,-0.5,-1.0,1.0,-1.0,2.5,];[10, 8, 2, 9, 4, 7, 0, 2, 7, 4, 3, 7, 3, 10];100.0;261;261;47067 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
9;notepad-model 46C.odem;46;[-1.5,1.0,-2.5,1.0,0.5,2.0,-0.5,-1.5,0.0,1.5,2.0,0.0,-1.0,-2.0,2.0,-0.5,-0.5,1.0,];[2, 7, 0, 7, 6, 9, 4, 2, 5, 8, 9, 5, 3, 1, 9, 4, 4, 7];100.0;14;14;5326 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
7;seemp 31C.odem;31;[2.5,0.0,1.0,1.0,0.5,1.0,];[10, 5, 7, 7, 6, 7];100.0;126;126;11707 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
4;notepad-model 46C.odem;46;[-0.5,-1.0,-1.5,-2.0,-2.5,1.5,-1.0,1.0,0.5,0.5,-2.5,0.0,2.0,1.5,0.5,1.0,];[4, 3, 2, 1, 0, 8, 3, 7, 6, 6, 0, 5, 9, 8, 6, 7];100.0;207;207;41422 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
8;notepad-model 46C.odem;46;[0.5,-1.0,1.5,-1.5,0.0,-2.0,-1.0,-0.5,0.5,1.0,2.0,2.0,1.0,-1.5,-2.5,-1.5,-1.0,-2.0,];[6, 3, 8, 2, 5, 1, 3, 4, 6, 7, 9, 9, 7, 2, 0, 2, 3, 1];100.0;74;74;19000 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
3;javaocr 59C.odem;59;[1.5,0.0,2.0,1.0,];[8, 5, 9, 7];100.0;320;320;98947 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
7;apache_zip 36C.odem;36;[0.5,1.5,-2.0,-2.5,2.0,1.0,-2.5,-2.0,-0.5,1.5,];[6, 8, 1, 0, 9, 7, 0, 1, 4, 8];100.0;624;624;66699 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
8;apache_zip 36C.odem;36;[2.0,1.5,0.0,-1.5,-1.5,2.0,2.5,-1.0,2.0,0.5,];[9, 8, 5, 2, 2, 9, 10, 3, 9, 6];100.0;387;387;43699 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
6;notepad-model 46C.odem;46;[1.5,-2.5,0.5,2.0,-0.5,-0.5,2.0,-1.5,-1.5,0.0,0.0,1.0,0.5,-0.5,2.0,-1.5,];[8, 0, 6, 9, 4, 4, 9, 2, 2, 5, 5, 7, 6, 4, 9, 2];100.0;170;170;38272 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
1;apache_zip 36C.odem;36;[0.5,-2.5,1.0,1.0,-1.5,0.5,0.5,1.0,2.5,1.0,-2.0,2.5,];[6, 0, 7, 7, 2, 6, 6, 7, 10, 7, 1, 10];100.0;804;804;83113 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
8;notepad-model 46C.odem;46;[-0.5,2.5,2.0,0.0,1.5,0.0,0.0,1.0,1.0,-2.5,-1.0,-2.5,-1.0,2.0,0.5,0.5,];[4, 10, 9, 5, 8, 5, 5, 7, 7, 0, 3, 0, 3, 9, 6, 6];100.0;128;128;29293 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
5;seemp 31C.odem;31;[0.0,1.0,-2.0,-2.0,-1.0,0.0,];[5, 7, 1, 1, 3, 5];100.0;1223;1223;96089 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
0;seemp 31C.odem;31;[2.5,2.0,-1.5,2.0,0.5,1.0,2.0,2.0,-2.0,2.5,1.5,0.5,];[10, 9, 2, 9, 6, 7, 9, 9, 1, 10, 8, 6];100.0;1593;1593;105185 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
4;seemp 31C.odem;31;[-1.5,0.0,-1.0,0.5,1.0,-1.0,0.0,-0.5,-2.5,-1.0,1.0,-2.0,];[2, 5, 3, 6, 7, 3, 5, 4, 0, 3, 7, 1];100.0;635;635;50320 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
9;apache_zip 36C.odem;36;[-2.0,1.5,-1.5,2.0,-1.0,-1.5,-1.5,0.5,];[1, 8, 2, 9, 3, 2, 2, 6];100.0;1011;1011;102931 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
4;notepad-model 46C.odem;46;[-1.5,-0.5,2.5,2.0,0.5,2.5,-1.0,-1.5,-1.5,-1.5,1.0,-2.0,-2.0,2.5,0.0,-1.5,1.0,1.5,];[2, 4, 10, 9, 6, 10, 3, 2, 2, 2, 7, 1, 1, 10, 5, 2, 7, 8];100.0;246;246;60197 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;javaocr 59C.odem;59;[2.5,0.0,1.0,0.5,];[10, 5, 7, 6];100.0;406;406;132843 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
8;seemp 31C.odem;31;[-0.5,1.0,-1.5,-1.0,-0.5,-1.5,];[4, 7, 2, 3, 4, 2];100.0;702;702;56404 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
1;jnanoxml 25C.odem;25;[-1.5,0.0,0.0,-0.5,-0.5,-2.5,];[2, 5, 5, 4, 4, 0];100.0;3810;3810;132610 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
9;seemp 31C.odem;31;[-1.0,1.5,-1.0,-2.0,-1.0,0.0,];[3, 8, 3, 1, 3, 5];100.0;682;682;54348 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
5;javaocr 59C.odem;59;[-1.5,0.0,-2.5,-1.5,];[2, 5, 0, 2];100.0;37;37;12501 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
5;udt-java 56C.odem;56;[1.5,0.0,2.5,1.5,];[8, 5, 10, 8];100.0;148;148;64128 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
5;seemp 31C.odem;31;[-1.5,-1.0,-2.0,-2.5,1.5,-1.0,-1.0,-1.5,-2.5,1.0,];[2, 3, 1, 0, 8, 3, 3, 2, 0, 7];100.0;1750;1750;135284 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
2;apache_zip 36C.odem;36;[2.0,-1.5,1.5,-1.0,-1.5,0.5,0.5,2.0,1.0,-0.5,1.0,0.5,];[9, 2, 8, 3, 2, 6, 6, 9, 7, 4, 7, 6];100.0;1212;1212;134303 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
0;seemp 31C.odem;31;[-0.5,1.0,1.5,0.5,1.0,0.0,];[4, 7, 8, 6, 7, 5];100.0;2436;2436;152366 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;seemp 31C.odem;31;[-1.5,0.0,-1.5,1.5,0.5,-2.5,0.0,-2.0,-1.5,1.0,-1.0,-0.5,-2.5,0.0,];[2, 5, 2, 8, 6, 0, 5, 1, 2, 7, 3, 4, 0, 5];100.0;1735;1735;123021 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
2;seemp 31C.odem;31;[-2.5,-0.5,0.5,0.0,2.5,1.5,0.0,-2.5,-1.5,-1.0,-0.5,0.5,];[0, 4, 6, 5, 10, 8, 5, 0, 2, 3, 4, 6];100.0;2246;2246;140209 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;seemp 31C.odem;31;[0.0,-1.5,-1.5,1.5,-2.5,-2.5,2.5,-1.5,];[5, 2, 2, 8, 0, 0, 10, 2];100.0;2189;2189;156547 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
7;seemp 31C.odem;31;[1.0,-0.5,-2.5,0.0,-1.5,-2.5,-2.0,-2.0,];[7, 4, 0, 5, 2, 0, 1, 1];100.0;1227;1227;94286 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
1;udt-java 56C.odem;56;[0.5,0.0,2.0,1.0,];[6, 5, 9, 7];100.0;576;576;175402 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
9;apache_zip 36C.odem;36;[-2.0,-1.0,-1.5,2.0,1.0,-1.5,-2.5,2.0,-2.0,0.0,];[1, 3, 2, 9, 7, 2, 0, 9, 1, 5];100.0;845;845;88884 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
4;seemp 31C.odem;31;[2.5,-2.0,1.5,-1.0,2.0,0.5,1.0,0.5,];[10, 1, 8, 3, 9, 6, 7, 6];100.0;2686;2686;178694 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
1;seemp 31C.odem;31;[-0.5,1.0,-2.0,0.0,1.0,-1.5,-1.0,1.5,-1.0,2.5,];[4, 7, 1, 5, 7, 2, 3, 8, 3, 10];100.0;2500;2500;187760 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
4;seemp 31C.odem;31;[-0.5,2.0,0.5,0.5,-2.0,1.0,-2.0,2.0,0.0,2.0,-1.0,-2.5,2.0,-1.5,];[4, 9, 6, 6, 1, 7, 1, 9, 5, 9, 3, 0, 9, 2];100.0;2248;2248;160875 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
6;apache_zip 36C.odem;36;[0.0,-2.0,1.0,0.0,-1.5,2.0,0.5,1.0,0.0,-1.5,];[5, 1, 7, 5, 2, 9, 6, 7, 5, 2];100.0;1773;1773;190061 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
5;jnanoxml 25C.odem;25;[-2.5,0.0,0.5,-1.5,-1.0,-2.0,];[0, 5, 6, 2, 3, 1];100.0;1846;1846;82350 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
5;apache_zip 36C.odem;36;[-1.0,0.0,2.0,-2.5,-1.5,1.5,2.5,0.0,-1.0,-0.5,];[3, 5, 9, 0, 2, 8, 10, 5, 3, 4];100.0;1742;1742;198809 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
