versions	package	cbo	aff	eff	lcom	mf	cs
2.3.2	NONAME	1	0	2	NaN	0.0	0
2.3.2	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.3.3	NONAME	1	0	2	NaN	0.0	0
2.3.3	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.3.4	NONAME	1	0	2	NaN	0.0	0
2.3.4	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.3.5	NONAME	1	0	2	NaN	0.0	0
2.3.5	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.3.6	NONAME	1	0	2	NaN	0.0	0
2.3.6	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.3.7	NONAME	1	0	2	NaN	0.0	0
2.3.7	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.3.f	NONAME	1	0	2	NaN	0.0	0
2.3.f	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.4.1	NONAME	1	0	2	NaN	0.0	0
2.4.1	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.4.2	NONAME	1	0	2	NaN	0.0	0
2.4.2	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.4.f	NONAME	1	0	2	NaN	0.0	0
2.4.f	org.gjt.sp.sim	0	1	0	0.8917748917748918	0.9803921568627451	-159
2.5.1	NONAME	1	0	2	NaN	0.0	0
2.5.1	org.gjt.sp.sim	0	1	0	0.917989417989418	0.9841269841269841	-288
2.5.f	NONAME	1	0	2	NaN	0.0	0
2.5.f	org.gjt.sp.sim	0	1	0	0.917989417989418	0.9841269841269841	-288
2.6.f	NONAME	0	0	0	0.9153439153439153	0.0	-290
3.0.0	gnu.regexp	0	7	0	0.8774703557312253	0.9051094890510949	-133
3.0.0	bsh	0	2	0	0.9146881287726358	0.9929742388758782	-1735
3.0.0	com.microstar.xml	0	3	0	0.75	0.5454545454545454	0
3.0.0	org.gjt.sp.jedit	11	146	69	0.9513700692562481	0.5507246376811594	-2831
3.0.0	org.gjt.sp.jedit.browser	6	3	26	0.8814229249011858	0.594059405940594	-171
3.0.0	org.gjt.sp.jedit.gui	8	33	52	0.9767339771729587	0.4638949671772429	-2136
3.0.0	org.gjt.sp.jedit.io	3	30	13	0.7111111111111111	0.38235294117647056	-9
3.0.0	org.gjt.sp.jedit.msg	2	19	7	1.0	0.0	-55
3.0.0	org.gjt.sp.jedit.options	4	1	15	0.9673400673400674	0.6402640264026402	-1351
3.0.0	org.gjt.sp.jedit.proto.jeditresource	1	0	3	0.5	0.4	1
3.0.0	org.gjt.sp.jedit.search	7	3	30	0.9166666666666666	0.5625	-282
3.0.0	org.gjt.sp.jedit.syntax	3	13	8	0.7818181818181819	0.6	-13
3.0.0	org.gjt.sp.jedit.textarea	4	20	24	0.8492647058823529	0.5359477124183006	-82
3.0.0	org.gjt.sp.util	0	55	0	0.7888888888888889	0.3619047619047619	-21
3.0.1	gnu.regexp	0	7	0	0.8774703557312253	0.9051094890510949	-133
3.0.1	bsh	0	2	0	0.9146881287726358	0.9929742388758782	-1735
3.0.1	com.microstar.xml	0	3	0	0.75	0.5	0
3.0.1	org.gjt.sp.jedit	11	147	69	0.9518072289156626	0.5540540540540541	-2905
3.0.1	org.gjt.sp.jedit.browser	6	3	26	0.8814229249011858	0.594059405940594	-171
3.0.1	org.gjt.sp.jedit.gui	8	33	52	0.9769820971867008	0.46956521739130436	-2202
3.0.1	org.gjt.sp.jedit.io	3	30	13	0.7111111111111111	0.38235294117647056	-9
3.0.1	org.gjt.sp.jedit.msg	2	19	7	1.0	0.0	-55
3.0.1	org.gjt.sp.jedit.options	4	1	15	0.9673400673400674	0.6360655737704918	-1351
3.0.1	org.gjt.sp.jedit.proto.jeditresource	1	0	3	0.5	0.4	1
3.0.1	org.gjt.sp.jedit.search	7	3	30	0.9166666666666666	0.5625	-282
3.0.1	org.gjt.sp.jedit.syntax	3	13	9	0.7818181818181819	0.5853658536585366	-13
3.0.1	org.gjt.sp.jedit.textarea	4	20	24	0.8492647058823529	0.5359477124183006	-82
3.0.1	org.gjt.sp.util	0	56	0	0.7888888888888889	0.3584905660377358	-21
3.0.2	gnu.regexp	0	7	0	0.8774703557312253	0.9051094890510949	-133
3.0.2	bsh	0	2	0	0.9146881287726358	0.9929742388758782	-1735
3.0.2	com.microstar.xml	0	3	0	0.75	0.5	0
3.0.2	org.gjt.sp.jedit	11	147	69	0.9518072289156626	0.5540540540540541	-2905
3.0.2	org.gjt.sp.jedit.browser	6	3	26	0.8814229249011858	0.594059405940594	-171
3.0.2	org.gjt.sp.jedit.gui	8	33	52	0.9769820971867008	0.46956521739130436	-2202
3.0.2	org.gjt.sp.jedit.io	3	30	13	0.7111111111111111	0.38235294117647056	-9
3.0.2	org.gjt.sp.jedit.msg	2	19	7	1.0	0.0	-55
3.0.2	org.gjt.sp.jedit.options	4	1	15	0.9673400673400674	0.6360655737704918	-1351
3.0.2	org.gjt.sp.jedit.proto.jeditresource	1	0	3	0.5	0.4	1
3.0.2	org.gjt.sp.jedit.search	7	3	30	0.9166666666666666	0.5625	-282
3.0.2	org.gjt.sp.jedit.syntax	3	13	9	0.7818181818181819	0.5853658536585366	-13
3.0.2	org.gjt.sp.jedit.textarea	4	20	24	0.8492647058823529	0.5359477124183006	-82
3.0.2	org.gjt.sp.util	0	56	0	0.7888888888888889	0.3584905660377358	-21
3.1.0	gnu.regexp	0	8	0	0.8903133903133903	0.9166666666666666	-199
3.1.0	bsh	0	2	0	0.9146881287726358	0.9929742388758782	-1735
3.1.0	com.microstar.xml	0	6	0	0.75	0.35294117647058826	0
3.1.0	org.gjt.sp.jedit	11	154	66	0.9518072289156626	0.5530864197530864	-2972
3.1.0	org.gjt.sp.jedit.browser	6	5	27	0.8814229249011858	0.5797101449275363	-171
3.1.0	org.gjt.sp.jedit.gui	9	34	58	0.9800925925925926	0.5098814229249012	-3074
3.1.0	org.gjt.sp.jedit.io	3	31	13	0.7111111111111111	0.3795620437956204	-9
3.1.0	org.gjt.sp.jedit.msg	2	19	7	1.0	0.0	-66
3.1.0	org.gjt.sp.jedit.options	4	1	17	0.9687317358270018	0.6504559270516718	-1563
3.1.0	org.gjt.sp.jedit.proto.jeditresource	1	0	3	0.5	0.4	1
3.1.0	org.gjt.sp.jedit.search	7	4	32	0.9248768472906403	0.5495495495495496	-314
3.1.0	org.gjt.sp.jedit.syntax	3	14	9	0.8	0.5	-13
3.1.0	org.gjt.sp.jedit.textarea	4	20	24	0.8529411764705882	0.5555555555555556	-93
3.1.0	org.gjt.sp.util	0	56	0	0.7888888888888889	0.3584905660377358	-21
3.2.0	gnu.regexp	0	8	0	0.8862433862433863	0.9297297297297298	-214
3.2.0	bsh	0	5	0	0.9189873417721519	0.9893719806763285	-2186
3.2.0	bsh.commands	1	0	2	NaN	0.0	0
3.2.0	com.microstar.xml	0	11	0	0.75	0.24	0
3.2.0	org.gjt.sp.jedit	11	187	77	0.9516404647983595	0.46317512274959083	-2500
3.2.0	org.gjt.sp.jedit.browser	7	5	31	0.8814229249011858	0.5607476635514018	-171
3.2.0	org.gjt.sp.jedit.gui	9	43	65	0.98355832467982	0.5322128851540616	-5530
3.2.0	org.gjt.sp.jedit.io	3	34	13	0.7111111111111111	0.36363636363636365	-9
3.2.0	org.gjt.sp.jedit.msg	2	20	7	1.0	0.0	-55
3.2.0	org.gjt.sp.jedit.options	4	1	18	0.9674185463659147	0.6459627329192547	-1458
3.2.0	org.gjt.sp.jedit.pluginmgr	5	0	16	0.8956989247311828	0.8117154811715481	-325
3.2.0	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
3.2.0	org.gjt.sp.jedit.search	8	5	36	0.9258064516129032	0.5390625	-361
3.2.0	org.gjt.sp.jedit.syntax	3	14	8	0.8	0.5142857142857142	-13
3.2.0	org.gjt.sp.jedit.textarea	4	26	23	0.8933333333333333	0.5739910313901345	-212
3.2.0	org.gjt.sp.util	0	67	0	0.7888888888888889	0.3247863247863248	-21
3.2.1	gnu.regexp	0	8	0	0.8862433862433863	0.9297297297297298	-214
3.2.1	bsh	0	5	0	0.9189873417721519	0.9893719806763285	-2186
3.2.1	bsh.commands	1	0	2	NaN	0.0	0
3.2.1	com.microstar.xml	0	11	0	0.75	0.24	0
3.2.1	org.gjt.sp.jedit	11	187	77	0.9512987012987013	0.46492659053833607	-2496
3.2.1	org.gjt.sp.jedit.browser	7	5	31	0.8814229249011858	0.5607476635514018	-171
3.2.1	org.gjt.sp.jedit.gui	9	43	65	0.98355832467982	0.5322128851540616	-5530
3.2.1	org.gjt.sp.jedit.io	3	34	13	0.7111111111111111	0.36363636363636365	-9
3.2.1	org.gjt.sp.jedit.msg	2	20	7	1.0	0.0	-55
3.2.1	org.gjt.sp.jedit.options	4	1	18	0.9674185463659147	0.6459627329192547	-1458
3.2.1	org.gjt.sp.jedit.pluginmgr	5	0	16	0.8956989247311828	0.8117154811715481	-325
3.2.1	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
3.2.1	org.gjt.sp.jedit.search	8	5	36	0.9258064516129032	0.5390625	-361
3.2.1	org.gjt.sp.jedit.syntax	3	14	8	0.8	0.5142857142857142	-13
3.2.1	org.gjt.sp.jedit.textarea	4	26	23	0.8933333333333333	0.5739910313901345	-212
3.2.1	org.gjt.sp.util	0	67	0	0.7888888888888889	0.3247863247863248	-21
3.2.2	gnu.regexp	0	8	0	0.8862433862433863	0.9297297297297298	-214
3.2.2	bsh	0	5	0	0.9191455696202532	0.989351403678606	-2188
3.2.2	bsh.commands	1	0	2	NaN	0.0	0
3.2.2	com.microstar.xml	0	11	0	0.75	0.24	0
3.2.2	org.gjt.sp.jedit	11	187	77	0.950786056049214	0.46715328467153283	-2494
3.2.2	org.gjt.sp.jedit.browser	7	5	31	0.8814229249011858	0.5607476635514018	-171
3.2.2	org.gjt.sp.jedit.gui	9	43	65	0.98355832467982	0.5322128851540616	-5530
3.2.2	org.gjt.sp.jedit.io	3	34	13	0.7111111111111111	0.36363636363636365	-9
3.2.2	org.gjt.sp.jedit.msg	2	20	7	1.0	0.0	-55
3.2.2	org.gjt.sp.jedit.options	4	1	18	0.9674185463659147	0.6459627329192547	-1458
3.2.2	org.gjt.sp.jedit.pluginmgr	5	0	16	0.8956989247311828	0.8117154811715481	-325
3.2.2	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
3.2.2	org.gjt.sp.jedit.search	8	5	36	0.9258064516129032	0.5390625	-361
3.2.2	org.gjt.sp.jedit.syntax	3	14	8	0.8	0.5142857142857142	-13
3.2.2	org.gjt.sp.jedit.textarea	4	26	23	0.8933333333333333	0.5739910313901345	-212
3.2.2	org.gjt.sp.util	0	68	0	0.7888888888888889	0.3220338983050847	-21
4.0.0	bsh.commands	1	0	2	NaN	0.0	0
4.0.0	bsh.reflect	1	0	1	NaN	0.0	0
4.0.0	bsh	0	9	0	0.9181962025316456	0.9847619047619047	-2176
4.0.0	com.microstar.xml	0	13	0	0.75	0.20689655172413793	0
4.0.0	gnu.regexp	0	15	0	0.8928571428571429	0.8877551020408163	-238
4.0.0	org.gjt.sp.jedit.browser	8	8	36	0.9147727272727273	0.5882352941176471	-406
4.0.0	org.gjt.sp.jedit	12	240	94	0.9457657657657658	0.42484121383203954	-2309
4.0.0	org.gjt.sp.jedit.buffer	4	10	5	0.9117647058823529	0.5714285714285714	-106
4.0.0	org.gjt.sp.jedit.gui	12	53	78	0.9863587117108243	0.5687885010266941	-9797
4.0.0	org.gjt.sp.jedit.io	5	38	22	0.7948717948717948	0.36363636363636365	-36
4.0.0	org.gjt.sp.jedit.msg	2	22	7	1.0	0.0	-66
4.0.0	org.gjt.sp.jedit.options	5	1	23	0.9746478873239437	0.631578947368421	-2321
4.0.0	org.gjt.sp.jedit.pluginmgr	4	2	14	0.9043560606060606	0.8211382113821138	-384
